filename,url,md5
hydrolakes_41.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_41.zip,00d658773b95d93529ef75cefdd27f31
hydrolakes_42.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_42.zip,dcd380e88080bce7b7ac4c6a6b8c3def
hydrolakes_43.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_43.zip,295153f22d48051e452fc65aa7393c01
hydrolakes_44.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_44.zip,b5d7456adcd794aaa8d43b28b6efc543
hydrolakes_45.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_45.zip,abf786c687052f972f422233cd693f65
hydrolakes_46.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_46.zip,a285c0782e20f3040a7be89e9220df50
hydrolakes_47.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_47.zip,0f6ab66702b1ec4e37410ed814733e0a
hydrolakes_48.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_48.zip,ed097ad6fd67c289212662eaff7cd9f8
hydrolakes_49.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_49.zip,bc8ec29aabe05460933860b5a6583079
hydrolakes_50.zip,http://cdn.bathybase.org/hydrolinks/0.9.0/hydrolakes/hydrolakes_50.zip,725056dae32dbdbf5ba4c7bda843064a
