filename,url,md5
NHD_H_0809_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d36de4b0d1f9f050e007?f=__disk__13%2Fd9%2Fb7%2F13d9b7c43f9a9f5c4330d6bf238b11e9d390902a,8756a1da5c83eed63bec695c00c02a84
NHD_H_0901_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d4a7e4b0d1f9f050e00a?f=__disk__78%2F54%2F5a%2F78545a73ccdb6f2af3913a48cc01f1c12da049ed,a7630605bb34b8c8986a2eee9a1836c4
NHD_H_0902_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d4f8e4b0d1f9f050e00d?f=__disk__91%2F0c%2F9c%2F910c9ca8fa36a6fd0148ee482a89a79fc220e617,2c1092647db187942b9bc932f84b6a3e
NHD_H_0903_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d5a6e4b0d1f9f050e010?f=__disk__ae%2F36%2Fb7%2Fae36b71d059c1e5cc2beaed6b9dd1468b9da0e5e,9184e26427444aa371288a66a164ee24
NHD_H_0904_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d644e4b0d1f9f050e013?f=__disk__72%2Ff2%2F64%2F72f264450ae3c1c36b04ed1be18595208cd5e1db,9a65df5346e0ba135f5dc6ef60043651
NHD_H_1002_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d655e4b0d1f9f050e016?f=__disk__d7%2F37%2F97%2Fd737975977abda63fc8b45e02a93d6755fc6c92c,a38f68269d524e6608a02fbaf647f09f
NHD_H_1003_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d69de4b0d1f9f050e019?f=__disk__8d%2Fc0%2F1a%2F8dc01a1b74d93d6bcf0e4f441f795fb21bfb8b2f,032b4e6f34901f1b8949eb5d88983a0a
NHD_H_1004_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d6e2e4b0d1f9f050e01c?f=__disk__aa%2F14%2F22%2Faa142232a027f4ce5cf04718bcd54971935c82d8,90557e35025dcf4fcdb17a596c20e7fa
NHD_H_1005_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d743e4b0d1f9f050e01f?f=__disk__9a%2F68%2Faa%2F9a68aaa332d12ff9be33f6f6b568fe1f08ef4f25,46e508be4a57f362b188787d749bfb8a
NHD_H_1006_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d7aee4b0d1f9f050e022?f=__disk__24%2F95%2F45%2F2495452ac3de0cf4db3d2dff6b7d798576eaaf10,8e721a7612d900df93f1df0cd6e510b1
NHD_H_1007_Shape.zip,https://www.sciencebase.gov/catalog/file/get/5956d7e9e4b0d1f9f050e025?f=__disk__8a%2Fd6%2F14%2F8ad6143ad4ae2a898accfc622867cc4b6a83b1b0,9b611ed7f73600dd63bc2fca665d1259
